transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,amount_ARS
T4619457,2023-05-05T20:02:08.322511,ACC155927,ACC749721,285.63,withdrawal,other,Sydney,web,False,-1395.284825111111,0.56,7,0.98,card,149.248.25.56,D8871399,414806.1675
T4665393,2023-01-25T20:59:59.983386,ACC962812,ACC720029,325.8,withdrawal,utilities,Toronto,atm,False,-3687.232915628056,-0.81,14,0.96,UPI,177.213.211.53,D8421414,473143.05
T1612119,2023-03-08T23:45:47.751745,ACC636150,ACC664296,33.68,transfer,grocery,Singapore,mobile,False,543.9630424169444,-0.5,1,0.08,wire_transfer,22.16.58.102,D9895175,48911.78
T3572984,2023-04-22T14:20:59.613300,ACC374690,ACC628566,50.33,payment,retail,Berlin,atm,True,-4714.825384582222,-0.41,5,0.27,ACH,67.81.164.128,D8457094,73091.7425
T5050059,2023-12-13T01:45:38.517395,ACC448365,ACC159908,26.48,transfer,retail,Berlin,mobile,True,-175.55033956916665,-1.66,3,0.27,wire_transfer,50.4.197.124,D8694362,38455.58
T937052,2023-04-04T15:29:31.398631,ACC536062,ACC241667,179.11,withdrawal,other,Singapore,pos,True,-4021.742795951389,-0.18,9,0.44,UPI,172.96.213.10,D4703368,260112.49750000003
T4915084,2023-06-28T10:38:07.499409,ACC695156,ACC117334,112.6,transfer,utilities,Sydney,atm,False,895.9260700950001,0.45,14,0.65,card,105.43.250.39,D3591047,163523.35
T3808398,2023-07-08T07:48:02.977322,ACC111041,ACC617288,127.63,withdrawal,online,Tokyo,web,False,3600.2621495225003,1.46,11,0.88,ACH,157.166.218.70,D8237748,185350.66749999998
T4714526,2023-11-27T16:10:26.619876,ACC383401,ACC695853,38.09,transfer,utilities,Tokyo,atm,False,4929.5659940000005,1.16,10,0.88,wire_transfer,110.38.133.1,D1029611,55316.20250000001
T3091551,2023-01-25T03:03:54.761230,ACC686151,ACC957378,1320.81,deposit,utilities,London,mobile,True,-7511.514583330278,1.05,6,0.46,ACH,101.109.94.57,D5073127,1918146.3225
T1028333,2023-01-26T01:01:26.793491,ACC525597,ACC299104,0.01,withdrawal,entertainment,Berlin,mobile,True,-7888.907870866389,-1.52,18,0.62,wire_transfer,247.39.126.72,D5908787,14.5225
T1434556,2023-03-29T05:05:31.404190,ACC805681,ACC433975,335.75,deposit,retail,Tokyo,atm,False,-4542.149420199445,1.2,7,0.97,card,61.21.135.197,D6877757,487592.9375
T1294743,2023-11-06T18:01:33.266465,ACC432633,ACC512564,601.35,deposit,other,Sydney,mobile,True,4292.1183692375,2.21,1,0.19,ACH,183.224.186.213,D3088088,873310.5375
T4488230,2023-12-12T10:21:07.066603,ACC642796,ACC872844,9.16,transfer,utilities,Berlin,web,False,1682.221992418611,-0.0,2,0.12,card,37.57.112.31,D5199685,13302.61
T850241,2023-05-04T05:50:40.893070,ACC608829,ACC599605,403.21,withdrawal,utilities,New York,pos,False,,-0.39,12,0.22,card,162.149.36.156,D2047256,585561.7224999999
T2636163,2023-12-02T04:07:46.885975,ACC686360,ACC537026,121.98,withdrawal,utilities,London,atm,False,2268.727601084722,0.99,2,0.88,card,37.164.122.17,D2313763,177145.45500000002
T4392602,2023-12-11T20:57:14.589555,ACC364572,ACC130387,312.29,payment,other,Sydney,mobile,True,286.6917082561111,-1.93,14,0.3,UPI,36.49.122.240,D3818966,453523.1525
T4580725,2023-01-28T22:31:50.749895,ACC942301,ACC279455,11.11,transfer,online,Toronto,pos,True,-5728.5028444966665,0.84,15,0.1,ACH,79.167.17.16,D7590860,16134.4975
T4195352,2023-09-04T20:27:12.477808,ACC514507,ACC687105,428.78,withdrawal,online,Dubai,pos,True,1804.022161438611,-0.37,19,0.65,wire_transfer,117.120.111.179,D6110367,622695.755
T3307666,2023-09-10T11:09:58.465629,ACC581184,ACC683735,23.29,transfer,online,Singapore,mobile,False,935.5316000133332,-0.51,5,0.73,ACH,195.12.97.58,D7780984,33822.9025
T4450343,2023-01-05T18:02:24.295046,ACC938591,ACC142184,2015.01,deposit,utilities,Sydney,web,False,-6794.974906710556,0.94,11,0.49,card,116.209.222.218,D7841707,2926298.2725
T2697001,2023-01-02T17:08:35.928518,ACC427954,ACC762239,440.81,withdrawal,utilities,London,web,False,-6571.396445458611,1.01,19,0.34,wire_transfer,157.100.163.109,D1514969,640166.3225
T3793882,2023-12-21T21:31:19.652674,ACC128120,ACC920902,385.31,withdrawal,online,Dubai,pos,True,3819.607462020278,-0.41,12,0.47,card,154.160.81.69,D7224887,559566.4475
T215749,2023-03-01T03:18:00.007728,ACC744485,ACC544822,17.43,transfer,grocery,Berlin,atm,True,-5316.474063425833,0.65,3,0.2,ACH,25.130.99.9,D2003005,25312.7175
T4422051,2023-06-15T13:34:36.350609,ACC496045,ACC579173,851.0,deposit,other,Singapore,web,True,-2158.209552550833,-0.26,19,0.27,ACH,29.199.250.103,D8873730,1235864.75
T4468291,2023-09-02T13:22:46.867006,ACC639159,ACC145390,925.19,deposit,entertainment,Singapore,pos,False,2696.4522137819445,0.77,1,0.76,wire_transfer,123.140.235.163,D2767372,1343607.1775
T2365882,2023-04-19T08:45:26.507200,ACC447773,ACC574717,521.56,deposit,utilities,Tokyo,pos,False,-5477.5526011925,0.59,11,0.74,ACH,210.198.193.150,D4442275,757435.5099999999
T4602950,2023-12-04T17:44:22.735968,ACC272971,ACC164208,27.56,transfer,utilities,Tokyo,pos,True,2862.0805364544444,-0.08,18,0.89,wire_transfer,181.55.165.128,D5983313,40024.009999999995
T1069072,2023-02-09T09:02:11.209201,ACC232008,ACC241604,209.64,withdrawal,other,Toronto,atm,True,-954.6563762136112,-0.39,16,0.13,wire_transfer,147.115.99.9,D1926405,304449.69
T3847154,2023-09-20T02:22:28.811187,ACC525896,ACC996428,461.87,withdrawal,utilities,London,atm,False,4232.048756411944,-0.66,20,0.54,card,179.20.82.193,D9179657,670750.7075
T1246099,2023-07-02T12:56:54.235429,ACC860902,ACC297432,8.13,transfer,online,London,atm,False,-3825.1205554616663,0.17,7,0.66,UPI,203.108.2.4,D4134205,11806.792500000001
T4851383,2023-10-14T18:13:23.776035,ACC544611,ACC805699,1261.95,deposit,other,Berlin,pos,True,2574.0049686058333,-0.53,13,0.54,UPI,29.11.49.62,D6414952,1832666.8875
T4164308,2023-03-21T22:02:29.538590,ACC126559,ACC963927,520.72,withdrawal,restaurant,New York,pos,True,492.0790289766667,0.15,2,0.48,wire_transfer,21.204.40.81,D4117611,756215.62
T3536004,2023-03-12T00:22:41.605732,ACC424459,ACC483292,724.6,deposit,online,Tokyo,pos,True,-7077.409020575555,-0.07,7,0.88,ACH,34.208.30.35,D5004061,1052300.35
T4186585,2023-06-20T14:51:46.676561,ACC358556,ACC912093,447.59,withdrawal,restaurant,London,atm,True,-1622.6284982697225,1.25,4,0.86,ACH,35.173.175.137,D4167358,650012.5775
T1801673,2023-02-15T13:34:42.829163,ACC903901,ACC106737,260.35,withdrawal,other,Toronto,web,True,-2953.2510589930557,0.26,15,0.2,card,45.90.120.165,D7241737,378093.28750000003
T4255585,2023-11-05T17:07:16.190383,ACC302289,ACC749037,43.74,transfer,utilities,Dubai,pos,True,-1348.6417760705554,0.02,17,1.0,UPI,152.92.28.72,D7961489,63521.415
T3374030,2023-02-19T20:03:54.476215,ACC400106,ACC904290,219.59,withdrawal,restaurant,London,pos,False,-5192.120293929444,0.23,1,0.21,wire_transfer,221.116.36.54,D1143419,318899.5775
T3271600,2023-12-31T00:53:18.612200,ACC995678,ACC508474,28.21,payment,online,Singapore,atm,False,1777.7862877102775,-0.37,9,0.34,UPI,96.192.215.127,D9425275,40967.9725
T3275282,2023-01-30T23:17:44.514785,ACC156534,ACC972401,260.54,payment,other,Berlin,mobile,True,-2707.9024349752776,0.28,18,0.21,wire_transfer,171.229.100.13,D7813318,378369.215
T1055444,2023-09-30T03:19:58.910048,ACC906645,ACC767132,589.44,withdrawal,grocery,Toronto,pos,False,-823.3177413527777,1.43,3,0.62,wire_transfer,49.94.88.45,D8077023,856014.2400000001
T4752592,2023-10-24T00:57:24.088174,ACC139252,ACC725078,1156.13,deposit,restaurant,Dubai,web,True,1529.059382686389,-0.31,14,0.01,UPI,244.101.0.17,D6120055,1678989.7925000002
T1648283,2023-03-07T01:56:50.292352,ACC311427,ACC366497,35.17,transfer,restaurant,New York,mobile,True,-238.39953072777777,1.05,15,0.99,ACH,215.60.75.2,D7509889,51075.6325
T3132309,2023-05-27T23:25:17.173985,ACC856074,ACC721004,11.44,transfer,grocery,Sydney,mobile,True,3104.8112193752777,1.15,19,0.07,card,88.206.109.214,D8636305,16613.739999999998
T4371285,2023-06-03T00:03:13.224390,ACC827487,ACC469824,635.73,deposit,other,New York,atm,True,-2757.600367652778,1.4,11,0.4,UPI,171.123.23.29,D6308633,923238.8925000001
T1510466,2023-12-26T15:11:42.090041,ACC902952,ACC387225,388.59,withdrawal,restaurant,Toronto,mobile,False,,-1.49,20,0.87,wire_transfer,47.96.233.229,D7275809,564329.8275
T3778967,2023-09-13T20:21:53.264979,ACC598554,ACC946856,490.63,deposit,utilities,Toronto,mobile,False,-890.4734432927778,-0.52,18,0.51,UPI,251.178.198.211,D7176642,712517.4175
T4306852,2023-10-15T16:17:17.056894,ACC452529,ACC364152,1224.99,deposit,restaurant,Berlin,web,True,754.3831398125001,2.21,20,0.98,UPI,44.210.125.154,D3501024,1778991.7275
T641227,2023-10-06T10:20:18.472452,ACC758671,ACC906972,38.97,payment,travel,London,mobile,False,,0.7,13,0.7,card,40.155.248.88,D6506714,56594.182499999995
T236223,2023-09-20T18:03:22.056738,ACC753682,ACC817843,46.43,transfer,grocery,New York,mobile,False,,-0.59,3,0.18,wire_transfer,40.10.59.49,D2125746,67427.9675
T4002680,2023-10-14T07:59:37.868058,ACC610262,ACC684023,177.3,deposit,utilities,Sydney,atm,False,-280.14328254416665,-0.07,17,0.22,card,166.225.157.7,D8324019,257483.92500000002
T3054219,2023-08-20T10:06:35.430149,ACC751747,ACC910419,461.2,withdrawal,restaurant,Tokyo,web,True,-159.0970045072222,1.09,7,0.05,wire_transfer,242.183.103.123,D2923535,669777.7
T2020570,2023-10-22T23:05:13.744563,ACC806086,ACC533615,108.6,withdrawal,travel,Dubai,pos,False,3494.577051814166,-1.32,7,0.15,ACH,57.125.189.201,D3617793,157714.35
T4605396,2023-01-19T07:58:13.023332,ACC299796,ACC846272,17.15,transfer,other,Tokyo,atm,False,-8266.341085563334,-0.82,4,0.59,card,215.99.24.17,D8556331,24906.087499999998
T4728578,2023-06-15T19:55:57.470783,ACC445574,ACC925182,47.12,transfer,grocery,Toronto,atm,True,2939.935728775,0.13,2,0.18,UPI,226.152.117.55,D8748199,68430.01999999999
T4258823,2023-11-29T13:01:26.578868,ACC893948,ACC448022,343.97,withdrawal,entertainment,Berlin,web,True,3181.5575844125,-0.87,5,0.72,wire_transfer,197.54.121.83,D4317290,499530.43250000005
T2926172,2023-05-28T16:40:30.364647,ACC480696,ACC133551,242.46,withdrawal,grocery,Sydney,web,True,1983.015754863056,0.14,14,0.6,ACH,112.182.228.154,D7247343,352112.53500000003
T4008634,2023-07-20T17:06:22.739519,ACC486566,ACC452318,26.46,transfer,travel,Dubai,pos,False,-1151.3666177266666,-0.09,11,0.03,UPI,162.151.128.220,D6974972,38426.535
T2921008,2023-01-13T04:15:04.047608,ACC705527,ACC740531,558.58,withdrawal,other,London,pos,True,-7620.18743839,1.24,9,0.63,card,90.161.60.123,D8749679,811197.805
T4742090,2023-05-09T20:13:30.600770,ACC518604,ACC438502,52.08,payment,retail,London,pos,False,-2063.1927562241667,0.92,8,0.51,card,248.74.5.58,D7589262,75633.18
T2761001,2023-12-11T00:04:27.649581,ACC238370,ACC184721,9.46,transfer,grocery,Dubai,pos,False,3434.7398034222224,0.46,2,0.03,wire_transfer,82.165.217.181,D4843352,13738.285000000002
T1429083,2023-12-12T08:10:30.434238,ACC443240,ACC471531,1297.07,deposit,travel,Singapore,web,True,3967.0877134927778,3.05,18,0.04,wire_transfer,58.155.201.119,D6314906,1883669.9075
T4268145,2023-07-24T04:57:59.300883,ACC173198,ACC847346,1420.3,deposit,utilities,Singapore,pos,True,-1385.2903293122222,-1.92,9,0.8,ACH,236.163.38.46,D3168306,2062630.675
T4232225,2023-05-28T23:45:29.739998,ACC629184,ACC624496,1329.14,deposit,online,Toronto,atm,True,-4735.921544065834,0.76,15,0.92,UPI,28.213.46.9,D4895340,1930243.5650000002
T3215631,2023-11-27T20:58:30.259919,ACC980606,ACC800256,1664.14,deposit,grocery,Sydney,web,True,794.6379851644444,0.36,4,0.28,wire_transfer,227.177.243.159,D1079697,2416747.315
T3761631,2023-12-07T00:26:36.997690,ACC690952,ACC978832,332.28,payment,travel,Tokyo,mobile,True,6455.982050676389,-0.05,19,0.7,card,38.232.200.89,D2296265,482553.62999999995
T3758652,2023-08-18T04:30:21.189411,ACC740201,ACC345564,542.08,deposit,entertainment,Toronto,atm,True,3804.103325746389,0.04,2,0.9,card,228.221.173.52,D5332053,787235.68
T1749254,2023-06-19T04:04:53.279042,ACC407719,ACC209105,435.09,withdrawal,travel,Tokyo,web,True,3353.971694974722,-1.93,1,0.33,card,7.7.193.206,D2952345,631859.4525
T1929228,2023-07-12T11:43:11.882459,ACC773697,ACC930821,13.99,payment,travel,Tokyo,pos,True,2864.0809909866666,-1.18,11,0.33,card,163.170.110.27,D3422480,20316.9775
T1377932,2023-09-27T12:54:40.252788,ACC675242,ACC966547,5.79,transfer,grocery,New York,web,True,2293.9889508466667,0.89,3,0.95,wire_transfer,2.51.44.1,D8429997,8408.5275
T2293502,2023-05-02T06:45:56.768755,ACC415868,ACC920970,85.82,payment,entertainment,Berlin,pos,True,-419.6664124369445,-0.61,2,0.47,wire_transfer,81.226.248.76,D9709588,124632.09499999999
T3219208,2023-04-10T02:39:01.174903,ACC733873,ACC861384,1086.07,deposit,retail,Singapore,web,True,-1916.042287546389,0.5,8,0.41,UPI,182.236.95.65,D5766092,1577245.1575
T203121,2023-09-06T20:38:20.460163,ACC476104,ACC753819,49.42,payment,other,Toronto,atm,False,526.9959544658334,0.39,2,0.09,ACH,249.93.207.225,D4783192,71770.195
T3841407,2023-09-25T18:34:22.714982,ACC494934,ACC465560,274.87,withdrawal,utilities,New York,mobile,True,3285.473805950278,0.5,7,0.38,card,185.91.107.8,D5383520,399179.9575
T3625134,2023-02-26T07:06:11.774351,ACC279620,ACC417199,34.16,transfer,retail,London,mobile,True,420.2145297755556,-1.16,1,0.02,card,188.190.227.249,D6628198,49608.85999999999
T2805970,2023-11-17T08:10:01.070105,ACC928354,ACC842224,1250.54,deposit,grocery,Dubai,atm,False,2871.966357298889,0.03,17,0.52,UPI,159.114.120.82,D2127388,1816096.7149999999
T3591726,2023-09-05T09:39:23.660926,ACC580783,ACC943870,532.66,withdrawal,entertainment,Toronto,atm,True,973.9872535211113,1.25,3,0.09,card,18.78.6.194,D9648947,773555.485
T2184516,2023-11-10T08:07:42.917130,ACC638861,ACC240868,21.74,transfer,grocery,Dubai,mobile,False,4075.3508294047215,-1.06,11,0.15,ACH,192.173.250.235,D3873813,31571.914999999997
T550582,2023-10-23T08:06:31.964740,ACC526575,ACC342100,249.31,withdrawal,grocery,Berlin,mobile,True,3532.351121328056,-1.27,18,0.36,ACH,55.132.160.176,D6442832,362060.4475
T3245591,2023-10-22T08:56:07.887044,ACC491673,ACC258062,11.77,transfer,other,Toronto,web,False,920.699238188611,-2.5,7,0.36,card,11.82.61.189,D4549214,17092.9825
T4372334,2023-02-07T11:37:25.372858,ACC149309,ACC297301,291.3,deposit,other,Berlin,pos,False,-3171.020246917777,1.08,19,0.34,ACH,34.28.45.54,D4289649,423040.425
T516512,2023-09-15T14:07:47.594325,ACC685438,ACC174904,655.26,deposit,utilities,New York,atm,False,5846.683567727223,-1.21,14,0.57,wire_transfer,66.220.63.47,D1431421,951601.335
T4274584,2023-04-14T04:56:01.414068,ACC273015,ACC881850,99.41,payment,other,New York,atm,False,1512.5958571594444,0.22,12,0.67,ACH,194.123.126.157,D1444278,144368.1725
T1958404,2023-05-09T04:46:32.198889,ACC181358,ACC934400,246.32,withdrawal,online,London,web,False,1303.3536848961112,0.72,19,0.17,card,173.253.142.227,D7822588,357718.22
T3468731,2023-02-11T02:40:18.236634,ACC568248,ACC891531,1374.79,deposit,other,New York,web,True,-5901.630810896666,-0.38,20,0.41,UPI,53.224.194.244,D5850051,1996538.7774999999
T1954915,2023-08-05T15:07:08.443655,ACC423031,ACC393439,24.01,transfer,grocery,Berlin,atm,True,2267.1947287019448,-0.93,14,0.09,wire_transfer,72.108.217.209,D4043014,34868.5225
T1170952,2023-11-23T18:01:29.570215,ACC787431,ACC519306,34.49,payment,travel,Berlin,web,False,,-0.88,6,0.46,wire_transfer,208.85.221.237,D1049636,50088.1025
T680813,2023-12-23T19:04:37.063283,ACC477448,ACC654966,60.9,payment,online,Dubai,mobile,False,3239.0174104475004,-1.15,10,0.08,wire_transfer,173.114.229.121,D8218133,88442.025
T637281,2023-11-14T04:40:15.224034,ACC867650,ACC116100,660.38,withdrawal,grocery,Berlin,web,False,,1.01,5,0.49,wire_transfer,160.191.110.145,D1234009,959036.855
T4187987,2023-06-07T21:48:37.591771,ACC895789,ACC112167,58.15,payment,travel,Sydney,atm,False,-78.79195006111111,-1.66,5,0.19,card,117.74.157.181,D7577582,84448.3375
T2849682,2023-08-21T04:36:31.465014,ACC957449,ACC310408,34.87,transfer,travel,Toronto,web,False,4666.190935724167,-0.89,2,0.26,wire_transfer,112.120.35.10,D3171241,50639.9575
T2569925,2023-06-20T18:47:35.217968,ACC389492,ACC575588,56.18,transfer,travel,Toronto,pos,True,455.7369946180556,-1.38,9,0.96,ACH,135.141.177.53,D8899152,81587.405
T2404252,2023-01-06T16:31:55.301093,ACC351099,ACC389146,76.46,withdrawal,travel,Dubai,atm,False,-3463.196300205,1.01,4,0.17,card,221.179.194.71,D6235774,111039.03499999999
T2687034,2023-05-14T02:13:01.523452,ACC237101,ACC345195,702.27,withdrawal,entertainment,Dubai,web,False,-2776.491629666667,-0.83,3,0.22,card,74.232.17.150,D7285542,1019871.6074999999
T4101968,2023-03-16T03:57:52.266154,ACC376363,ACC561462,58.24,withdrawal,entertainment,Toronto,web,True,1230.3750633669445,1.45,4,0.46,card,67.134.4.104,D3115415,84579.04000000001
T4985024,2023-06-13T12:18:52.864478,ACC351707,ACC577815,1804.89,deposit,travel,New York,pos,True,3090.148906661667,-1.06,19,0.39,card,15.19.206.38,D3225789,2621151.5025
T2553338,2023-05-11T17:20:06.194228,ACC725768,ACC453507,372.17,withdrawal,grocery,Singapore,pos,True,1068.5426340297222,0.63,7,0.89,card,56.250.190.196,D9493608,540483.8825000001
T3879038,2023-12-11T10:39:47.304402,ACC602129,ACC565089,66.35,transfer,other,Berlin,mobile,False,3827.257375198056,-0.65,9,0.29,UPI,246.156.234.135,D9708373,96356.78749999999
T2822573,2023-04-14T02:50:46.070746,ACC684860,ACC285683,650.07,deposit,grocery,Berlin,web,True,-4323.856772428334,0.15,14,0.82,UPI,234.169.130.17,D2502022,944064.1575000001
T4317123,2023-02-03T06:53:40.276447,ACC606433,ACC726115,12.83,payment,utilities,London,pos,False,-8.917704325555556,-0.38,17,0.47,ACH,231.57.203.173,D2546519,18632.3675
T4665696,2023-03-26T20:24:32.119484,ACC631841,ACC468051,254.52,withdrawal,grocery,Toronto,web,False,-371.99665005527777,-1.16,9,0.91,ACH,180.143.51.203,D4171228,369626.67000000004
T2473510,2023-02-12T03:32:13.342614,ACC659136,ACC989456,572.53,deposit,online,New York,atm,False,-4845.767564295278,1.5,16,0.42,UPI,103.100.197.154,D9609894,831456.6925
T3585026,2023-04-25T06:42:32.814659,ACC868010,ACC943510,860.93,withdrawal,travel,Dubai,mobile,False,-3157.5647834897222,-0.42,15,0.56,ACH,65.216.138.51,D4717440,1250285.5925
T3405078,2023-06-22T10:43:19.212425,ACC388214,ACC761110,1574.12,deposit,entertainment,Dubai,atm,True,49.450672213888886,0.27,5,0.93,wire_transfer,32.34.170.147,D6680575,2286015.77
T1627186,2023-02-16T10:03:49.180267,ACC448947,ACC482071,79.1,payment,utilities,Sydney,atm,False,-5397.522971243334,0.67,3,0.06,UPI,231.156.172.106,D9348633,114872.97499999999
T3939561,2023-09-20T08:45:56.778111,ACC671937,ACC992881,212.88,payment,online,Tokyo,atm,True,2074.7413853183334,-0.33,5,0.35,card,13.140.174.28,D8389874,309154.98
T2656053,2023-06-08T22:45:42.020985,ACC677437,ACC172407,21.1,payment,online,Tokyo,atm,True,34.625592581388894,-0.55,18,0.21,ACH,23.52.248.63,D8305987,30642.475000000002
T3697541,2023-06-21T00:56:53.857090,ACC721257,ACC384382,825.14,deposit,restaurant,London,atm,False,-2284.6645757652777,-0.5,5,0.91,UPI,216.215.124.238,D6368099,1198309.565
T4440329,2023-10-23T15:04:37.428748,ACC841682,ACC243197,21.89,payment,entertainment,Toronto,pos,False,2673.916143500556,1.66,4,0.18,ACH,244.235.62.119,D2794026,31789.752500000002
T3613346,2023-09-08T17:46:24.076543,ACC487154,ACC346593,827.14,deposit,grocery,Singapore,web,True,3645.446973067223,-0.52,16,0.43,UPI,106.162.115.223,D2500810,1201214.065
T4645966,2023-12-30T17:43:10.434041,ACC535483,ACC835879,476.08,withdrawal,utilities,Singapore,mobile,False,8308.166489685,-0.21,6,0.69,UPI,121.24.62.25,D8734468,691387.1799999999
T1657393,2023-02-10T19:28:24.017972,ACC827122,ACC819864,206.24,payment,utilities,Toronto,atm,True,-2534.463321308056,-1.14,16,0.97,ACH,109.172.129.91,D3012474,299512.04000000004
T4583285,2023-10-14T18:58:51.806866,ACC509977,ACC988136,43.05,payment,restaurant,Dubai,pos,True,1516.6478170708333,-0.06,11,0.02,card,113.103.18.227,D3114856,62519.362499999996
T976381,2023-03-13T08:36:24.535734,ACC198364,ACC581183,652.07,deposit,utilities,London,atm,False,,0.84,19,0.19,ACH,69.77.62.68,D1791792,946968.6575000001
T3357733,2023-01-23T00:13:57.457719,ACC726979,ACC635173,180.1,payment,other,Singapore,pos,False,-7404.181871463055,-0.69,7,0.92,UPI,156.200.175.229,D7486294,261550.225
T2965812,2023-09-04T07:26:43.736372,ACC840801,ACC594148,461.09,withdrawal,restaurant,Tokyo,mobile,False,-1904.2315890075,-0.88,18,0.78,ACH,223.15.233.72,D3668272,669617.9525
T1627158,2023-11-24T13:47:39.478532,ACC239976,ACC227132,16.94,transfer,retail,Berlin,atm,True,4842.905741256112,-0.57,10,0.37,ACH,207.251.101.53,D4931517,24601.115
T3191656,2023-08-18T05:55:42.168897,ACC262949,ACC613583,1501.0,deposit,travel,Toronto,atm,False,3369.271542149166,-0.3,13,0.31,wire_transfer,126.42.45.12,D5601859,2179827.25
T1058889,2023-06-14T15:29:35.265988,ACC811287,ACC612155,1002.42,deposit,other,London,atm,True,281.1632754763889,1.5,1,0.61,ACH,65.255.243.37,D6914393,1455764.4449999998
T4514200,2023-09-16T16:57:46.452097,ACC196173,ACC164255,17.36,transfer,utilities,Toronto,pos,False,-778.9456465791667,1.22,15,0.45,UPI,240.88.159.90,D3727063,25211.059999999998
T1937807,2023-02-15T02:09:10.410746,ACC690785,ACC673286,365.73,withdrawal,travel,New York,pos,True,-5457.936048741667,0.57,3,0.68,card,11.195.8.7,D4336502,531131.3925000001
T2324489,2023-12-12T01:26:34.712315,ACC463847,ACC178358,993.58,deposit,grocery,New York,mobile,False,1453.9032142258334,1.09,15,0.49,card,184.231.115.12,D9864599,1442926.5550000002
T3840708,2023-10-22T18:58:58.066026,ACC918229,ACC799735,241.08,withdrawal,utilities,Sydney,atm,True,-1522.5187113775,0.31,17,0.21,card,110.95.188.0,D6225909,350108.43
T2480375,2023-02-23T16:48:06.987194,ACC376474,ACC897540,211.55,withdrawal,utilities,London,pos,False,-2560.8097098902776,-1.32,8,0.4,card,96.217.63.128,D6533387,307223.4875
T143078,2023-07-15T05:42:02.050225,ACC768820,ACC585072,187.96,withdrawal,restaurant,Singapore,web,False,,0.9,11,0.66,ACH,99.15.182.13,D3824944,272964.91000000003
T1869466,2023-08-31T10:37:29.426242,ACC444046,ACC342293,19.47,transfer,retail,Sydney,atm,False,119.13851631,0.08,12,1.0,wire_transfer,211.143.151.106,D3330370,28275.3075
T2130580,2023-09-15T22:50:46.476145,ACC175712,ACC430647,1270.15,deposit,entertainment,Dubai,web,True,2124.118552321667,-1.43,13,0.08,ACH,69.210.167.128,D3206383,1844575.3375000001
T1990957,2023-01-06T10:44:38.218640,ACC915516,ACC546302,1217.06,deposit,grocery,Berlin,web,True,-7119.189780705277,-0.26,1,1.0,wire_transfer,189.83.43.80,D5618580,1767475.385
T3914122,2023-07-20T18:27:43.339245,ACC580364,ACC364047,6.81,transfer,utilities,Singapore,atm,False,-2315.768145506111,0.48,15,0.87,UPI,60.124.11.213,D9555459,9889.8225
T4971968,2023-05-31T19:57:47.695999,ACC277814,ACC835779,130.72,withdrawal,retail,Sydney,web,False,-2833.2503004825003,0.46,9,0.99,ACH,27.111.190.180,D4987533,189838.12
T3356586,2023-01-12T03:32:17.614251,ACC853143,ACC198559,177.3,withdrawal,restaurant,Sydney,mobile,False,-5166.582030845833,1.29,9,0.74,card,64.216.11.236,D8307463,257483.92500000002
T1963474,2023-06-04T09:54:48.857866,ACC776621,ACC726822,202.93,payment,other,Dubai,mobile,False,2231.553241148889,0.4,14,0.61,wire_transfer,192.126.126.50,D4997702,294705.0925
T3878556,2023-01-09T04:32:05.710999,ACC497853,ACC862719,21.04,transfer,travel,Singapore,web,False,-8040.392221626112,-0.3,4,0.36,UPI,6.195.11.12,D7351387,30555.34
T4234763,2023-09-12T03:18:38.260010,ACC570296,ACC764304,555.15,deposit,utilities,Toronto,pos,True,-1464.67832403,0.23,2,0.45,UPI,32.17.129.105,D5233345,806216.5875
T867701,2023-06-18T17:56:12.366442,ACC110687,ACC901054,1421.6,deposit,grocery,London,web,False,-4072.7359362366665,-0.88,16,0.46,card,168.225.95.183,D3594971,2064518.5999999999
T1353677,2023-01-27T19:33:06.650675,ACC686998,ACC173846,269.82,withdrawal,retail,Berlin,web,False,-3585.3925537644445,0.56,8,0.26,card,232.182.166.188,D9998595,391846.095
T3097918,2023-07-20T13:36:48.487819,ACC346724,ACC618544,28.87,payment,online,Berlin,pos,True,-2331.2661454897225,0.13,15,0.87,card,97.190.85.145,D7768107,41926.457500000004
T4983328,2023-05-02T01:22:17.393093,ACC836208,ACC431422,354.2,withdrawal,retail,London,web,True,-1971.586160063056,-0.29,14,0.17,UPI,51.239.189.146,D7598903,514386.95
T2256290,2023-07-08T06:36:46.704860,ACC628733,ACC419348,1829.28,deposit,utilities,Dubai,atm,True,2970.436906567778,0.82,20,0.35,wire_transfer,82.254.231.214,D4496257,2656571.88
T735851,2023-05-28T06:17:35.196310,ACC797831,ACC157780,2033.9,deposit,retail,Sydney,mobile,True,-2810.6676497772223,-0.14,14,0.65,UPI,182.118.106.136,D2058280,2953731.275
T2550166,2023-04-02T13:13:32.684288,ACC740480,ACC204396,1280.61,deposit,travel,Berlin,web,True,560.0598721327777,-0.65,20,0.06,card,166.249.41.146,D5503796,1859765.8724999998
T4904500,2023-03-01T10:37:47.155050,ACC718174,ACC243132,868.4,withdrawal,other,Toronto,atm,True,-1252.8472020130555,-0.44,18,0.34,wire_transfer,113.254.76.178,D4930112,1261133.9
T474987,2023-04-04T13:26:35.258132,ACC481466,ACC746179,389.21,withdrawal,retail,Singapore,mobile,False,,0.5,17,0.36,card,5.41.247.198,D9777110,565230.2224999999
